rowNum,month,weekOfMonth,dayOfWeek,make,accidentArea,dayOfWeekClaimed,monthClaimed,weekOfMonthClaimed,sex,maritalStatus,age,fault,policyType,vehicleCategory,vehiclePrice,policyNumber,repNumber,deductible,driverRating,daysPolicyAccident,daysPolicyClaim,pastNumberOfClaims,ageOfVehicle,ageOfPolicyHolder,policeReportFiled,witnessPresent,agentType,numberOfSuppliments,addressChangeClaim,numberOfCars,year,basePolicy,fraud
679,Feb,1,Monday,Toyota,Rural,Monday,Feb,1,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13785,15,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
680,Feb,2,Tuesday,Accura,Urban,Thursday,Feb,2,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,13786,16,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,Yes,External,none,no change,1 vehicle,1996,All Perils,no
681,Feb,2,Saturday,Pontiac,Urban,Thursday,Feb,3,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13787,15,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
682,Jul,4,Wednesday,Toyota,Urban,Thursday,Aug,2,Female,Married,54,Third Party,Sedan - Collision,Sedan,20000 to 29000,13788,5,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
683,Feb,2,Sunday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,13789,1,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
684,Feb,2,Monday,Toyota,Rural,Monday,Feb,2,Male,Married,34,Third Party,Sedan - Liability,Sport,20000 to 29000,13790,14,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,Internal,none,no change,1 vehicle,1996,Liability,no
685,Feb,2,Monday,Toyota,Urban,Wednesday,Feb,3,Male,Single,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,13791,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
686,Feb,4,Friday,Saab,Urban,Friday,Feb,4,Male,Married,23,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13792,10,400,1,more than 30,more than 30,more than 4,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
687,Jul,4,Wednesday,Pontiac,Urban,Monday,Oct,5,Male,Married,45,Third Party,Sedan - Collision,Sedan,more than 69000,13793,7,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
688,Mar,1,Monday,Toyota,Urban,Tuesday,Mar,2,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,more than 69000,13794,8,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
689,Apr,2,Monday,Honda,Urban,Monday,Apr,2,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,more than 69000,13795,15,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
690,May,3,Thursday,Chevrolet,Rural,Friday,May,3,Female,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13796,2,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
691,Jul,4,Wednesday,Toyota,Rural,Friday,Aug,1,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13797,7,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,yes
692,Jun,3,Thursday,Mazda,Urban,Friday,Jun,3,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13798,7,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision,no
693,Jul,4,Thursday,Pontiac,Urban,Thursday,Aug,1,Male,Married,38,Policy Holder,Utility - All Perils,Utility,40000 to 59000,13799,15,400,3,8 to 15,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,yes
694,Jun,4,Thursday,Toyota,Rural,Monday,Jun,4,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13800,15,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
695,Jun,5,Thursday,Mazda,Urban,Wednesday,Oct,4,Male,Married,73,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13801,13,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,Yes,No,External,none,no change,1 vehicle,1996,Collision,no
696,Oct,4,Wednesday,Pontiac,Urban,Thursday,Oct,4,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13802,10,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
697,Jul,4,Thursday,Mazda,Urban,Thursday,Aug,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13803,7,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,3 to 5,no change,1 vehicle,1996,All Perils,yes
698,Oct,4,Friday,Mazda,Urban,Monday,Oct,5,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13804,4,400,3,more than 30,more than 30,1,7 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
699,Oct,4,Friday,Toyota,Urban,Tuesday,Oct,5,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13805,15,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
700,Oct,5,Sunday,Toyota,Urban,Friday,Nov,1,Male,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,13806,3,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
701,Oct,5,Tuesday,Chevrolet,Urban,Thursday,Nov,1,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13807,14,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
702,Oct,4,Tuesday,Chevrolet,Rural,Monday,Oct,5,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,13808,13,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
703,Sep,3,Tuesday,Honda,Urban,Friday,Sep,5,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13809,12,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
704,Aug,4,Wednesday,Chevrolet,Urban,Wednesday,Aug,4,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13810,10,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
705,Jul,4,Tuesday,Chevrolet,Urban,Friday,Jul,5,Female,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,13811,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
706,Jul,4,Friday,Toyota,Urban,Wednesday,Aug,1,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13812,1,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
707,Jul,3,Tuesday,Mazda,Urban,Thursday,Jul,3,Female,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,13813,9,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
708,Jun,5,Wednesday,Pontiac,Urban,Thursday,Jun,5,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13814,2,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
709,Jun,5,Thursday,Dodge,Rural,Tuesday,Jul,1,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13815,15,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
710,Jun,5,Thursday,Pontiac,Urban,Monday,Jul,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13816,2,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
711,Jun,4,Wednesday,Pontiac,Urban,Wednesday,Jun,4,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13817,9,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
712,Jun,4,Wednesday,Honda,Urban,Saturday,Jul,1,Female,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13818,9,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,3 to 4,1996,Collision,no
713,Jul,5,Friday,Toyota,Urban,Friday,Aug,1,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13819,15,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision,yes
714,Jun,2,Tuesday,Honda,Urban,Tuesday,Jun,2,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13820,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
715,Jun,3,Thursday,Chevrolet,Urban,Thursday,Jul,1,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13821,12,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
716,May,2,Wednesday,Toyota,Urban,Thursday,May,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13822,1,500,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1996,Collision,no
717,May,2,Monday,Honda,Rural,Monday,May,2,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,less than 20000,13823,2,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,no
718,Jul,5,Friday,Pontiac,Urban,Monday,Aug,2,Male,Married,44,Third Party,Sedan - Collision,Sedan,more than 69000,13824,16,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
719,Apr,2,Tuesday,Toyota,Urban,Tuesday,Apr,2,Male,Married,60,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13825,1,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
720,Apr,1,Saturday,Pontiac,Urban,Monday,Apr,1,Female,Married,35,Policy Holder,Sedan - Collision,Sedan,less than 20000,13826,14,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
721,Mar,5,Friday,Honda,Urban,Monday,Apr,1,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13827,4,700,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
722,Mar,4,Wednesday,Mazda,Urban,Monday,Mar,4,Male,Married,28,Third Party,Sedan - Liability,Sport,20000 to 29000,13828,15,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
723,Mar,4,Tuesday,Pontiac,Rural,Wednesday,Apr,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13829,6,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
724,Mar,2,Friday,Mazda,Urban,Friday,Mar,2,Male,Married,57,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13830,8,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,no
725,Mar,2,Tuesday,Chevrolet,Urban,Tuesday,Mar,2,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13831,2,400,1,more than 30,15 to 30,1,4 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
726,Mar,2,Wednesday,Pontiac,Urban,Thursday,Mar,2,Male,Single,28,Policy Holder,Sedan - Liability,Sport,more than 69000,13832,8,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
727,Mar,1,Friday,Toyota,Urban,Wednesday,Mar,2,Male,Married,26,Third Party,Sedan - Collision,Sedan,30000 to 39000,13833,10,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,1 year,1 vehicle,1996,Collision,no
728,Mar,1,Friday,Pontiac,Urban,Monday,Mar,3,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13834,3,400,4,15 to 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
729,Feb,5,Tuesday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,less than 20000,13835,9,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
730,Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Married,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13836,7,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
731,Feb,4,Friday,Honda,Urban,Friday,Feb,4,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13837,16,400,3,more than 30,more than 30,1,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,no
732,Feb,4,Friday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13838,5,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
733,Feb,3,Sunday,Pontiac,Urban,Friday,Feb,4,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,13839,11,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
734,Feb,3,Friday,Toyota,Urban,Friday,Feb,3,Male,Married,43,Third Party,Sedan - All Perils,Sedan,less than 20000,13840,4,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,All Perils,no
735,Feb,3,Sunday,Toyota,Urban,Friday,Feb,4,Male,Married,76,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13841,14,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,Collision,no
736,Feb,3,Wednesday,VW,Urban,Tuesday,Feb,5,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,13842,6,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,Internal,more than 5,no change,1 vehicle,1996,Collision,no
737,Feb,3,Friday,Mazda,Urban,Wednesday,Mar,3,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13843,6,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
738,Feb,3,Wednesday,Ford,Urban,Friday,Feb,3,Male,Single,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,13844,14,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
739,Feb,2,Saturday,Pontiac,Urban,Monday,Feb,2,Male,Single,30,Third Party,Sedan - Liability,Sport,30000 to 39000,13845,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
740,Feb,2,Sunday,Toyota,Urban,Monday,Feb,3,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,13846,4,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,5 to 8,1996,Collision,no
741,Feb,2,Tuesday,Chevrolet,Urban,Sunday,Feb,3,Female,Divorced,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13847,7,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
742,Feb,1,Saturday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13848,7,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
743,Feb,1,Friday,Mazda,Urban,Tuesday,Mar,3,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13849,12,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
744,Jan,3,Wednesday,Mazda,Urban,Thursday,Jan,3,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13850,7,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
745,Jul,5,Saturday,Honda,Urban,Tuesday,Aug,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13851,7,400,1,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,yes
746,Jan,2,Monday,Saab,Urban,Wednesday,Feb,3,Female,Single,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,13852,10,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
747,Jan,1,Wednesday,Chevrolet,Urban,Friday,Jan,4,Male,Married,54,Third Party,Sedan - Liability,Sport,30000 to 39000,13853,11,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
748,Dec,5,Wednesday,Honda,Urban,Thursday,Dec,5,Female,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13854,4,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
749,Oct,5,Friday,Toyota,Urban,Friday,Nov,1,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13855,5,400,3,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
750,Jul,5,Saturday,Honda,Urban,Thursday,Aug,1,Male,Single,19,Policy Holder,Sport - Collision,Sport,more than 69000,13856,2,400,4,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,yes
751,Oct,3,Wednesday,Toyota,Rural,Thursday,Oct,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13857,15,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
752,Oct,3,Friday,Toyota,Urban,Wednesday,Oct,3,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,13858,7,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
753,Sep,4,Monday,Chevrolet,Urban,Tuesday,Sep,4,Female,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13859,7,400,2,more than 30,more than 30,none,3 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1996,Collision,no
754,Sep,2,Monday,Pontiac,Urban,Wednesday,Oct,1,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13860,8,400,2,8 to 15,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
755,Sep,2,Thursday,Toyota,Urban,Tuesday,Sep,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13861,9,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,no
756,Aug,5,Wednesday,Honda,Urban,Friday,Sep,1,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13862,3,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
757,Aug,1,Monday,Toyota,Urban,Thursday,Aug,1,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13863,16,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
758,Jul,5,Sunday,Honda,Urban,Monday,Aug,1,Male,Single,33,Third Party,Sport - Collision,Sport,more than 69000,13864,5,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
759,Jul,2,Monday,Mazda,Urban,Tuesday,Jul,2,Male,Married,77,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13865,15,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
760,Jul,2,Monday,Honda,Urban,Tuesday,Jul,2,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,13866,7,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
761,Jun,3,Wednesday,Pontiac,Urban,Monday,Jun,3,Male,Married,39,Third Party,Sedan - All Perils,Sedan,30000 to 39000,13867,8,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
762,Jul,5,Monday,Ford,Rural,Thursday,Sep,3,Male,Married,45,Third Party,Sedan - Collision,Sedan,30000 to 39000,13868,13,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
763,May,3,Sunday,Pontiac,Urban,Monday,May,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13869,10,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
764,May,2,Tuesday,Pontiac,Rural,Friday,May,2,Male,Married,39,Third Party,Sedan - All Perils,Sedan,less than 20000,13870,6,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
765,May,2,Monday,Pontiac,Urban,Tuesday,May,5,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,less than 20000,13871,2,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
766,Apr,2,Monday,Honda,Urban,Monday,Apr,2,Male,Married,28,Third Party,Sedan - Liability,Sport,20000 to 29000,13872,3,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
767,Mar,4,Monday,Toyota,Urban,Wednesday,Apr,1,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13873,1,500,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,no
768,Mar,4,Monday,Honda,Urban,Thursday,Mar,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,13874,9,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,no
769,Jul,5,Monday,Honda,Urban,Wednesday,Aug,1,Male,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13875,12,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
770,Mar,2,Tuesday,Honda,Urban,Wednesday,Mar,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,13876,8,400,1,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,no
771,Mar,1,Sunday,Honda,Rural,Thursday,Mar,2,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,13877,7,400,3,more than 30,more than 30,2 to 4,new,16 to 17,Yes,No,External,none,no change,1 vehicle,1996,Collision,no
772,Mar,1,Sunday,Chevrolet,Urban,Monday,Mar,4,Male,Single,26,Policy Holder,Sedan - Liability,Sport,more than 69000,13878,9,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1996,Liability,no
773,Mar,1,Wednesday,Toyota,Urban,Wednesday,Mar,1,Male,Married,27,Third Party,Sedan - All Perils,Sedan,30000 to 39000,13879,14,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
774,Mar,1,Wednesday,Mazda,Urban,Friday,Mar,1,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,13880,4,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
775,Feb,4,Sunday,Chevrolet,Urban,Tuesday,Mar,1,Male,Married,36,Third Party,Sedan - All Perils,Sedan,20000 to 29000,13881,2,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
776,Aug,1,Tuesday,Accura,Urban,Monday,Aug,2,Male,Married,29,Policy Holder,Utility - All Perils,Utility,more than 69000,13882,6,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils,yes
777,Mar,1,Tuesday,Honda,Urban,Tuesday,Mar,2,Female,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13883,7,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
778,Feb,4,Saturday,Pontiac,Rural,Thursday,Mar,1,Female,Married,52,Third Party,Sedan - Liability,Sport,30000 to 39000,13884,11,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
779,Feb,4,Friday,Accura,Urban,Thursday,Mar,1,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13885,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,no
780,Feb,3,Friday,Ford,Urban,Friday,Feb,3,Male,Single,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,13886,9,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
781,Feb,3,Wednesday,Mazda,Urban,Monday,Feb,4,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,13887,9,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
782,Feb,3,Thursday,Honda,Urban,Friday,Feb,3,Male,Married,27,Policy Holder,Sedan - Liability,Sport,more than 69000,13888,3,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
783,Feb,1,Sunday,Accura,Rural,Thursday,Mar,1,Male,Married,32,Third Party,Sedan - All Perils,Sedan,30000 to 39000,13889,4,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
