rowNum,month,weekOfMonth,dayOfWeek,make,accidentArea,dayOfWeekClaimed,monthClaimed,weekOfMonthClaimed,sex,maritalStatus,age,fault,policyType,vehicleCategory,vehiclePrice,policyNumber,repNumber,deductible,driverRating,daysPolicyAccident,daysPolicyClaim,pastNumberOfClaims,ageOfVehicle,ageOfPolicyHolder,policeReportFiled,witnessPresent,agentType,numberOfSuppliments,addressChangeClaim,numberOfCars,year,basePolicy,fraud
636,Jul,5,Saturday,Pontiac,Urban,Sunday,Sep,1,Male,Married,44,Policy Holder,Sport - All Perils,Sport,20000 to 29000,11429,7,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
637,Jun,3,Thursday,Chevrolet,Urban,Tuesday,Jun,5,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11430,2,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
638,Jun,2,Friday,Toyota,Rural,Thursday,Jun,3,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11431,11,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
639,May,4,Saturday,Accura,Urban,Wednesday,May,4,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11432,4,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
640,May,1,Monday,Pontiac,Urban,Wednesday,May,1,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11433,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
641,Apr,5,Saturday,Mazda,Urban,Monday,May,1,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11434,2,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
642,Apr,3,Sunday,Mazda,Rural,Monday,Apr,4,Male,Married,60,Third Party,Sedan - Liability,Sport,20000 to 29000,11435,1,400,2,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,no
643,Apr,2,Sunday,Mazda,Rural,Monday,Apr,3,Male,Single,30,Third Party,Sport - Collision,Sport,more than 69000,11436,6,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
644,Mar,4,Wednesday,Mazda,Urban,Friday,Apr,1,Male,Married,43,Third Party,Sedan - Collision,Sedan,more than 69000,11437,15,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
645,Sep,1,Friday,Mazda,Urban,Tuesday,Sep,1,Male,Married,49,Third Party,Sedan - Collision,Sedan,20000 to 29000,11438,5,400,3,none,8 to 15,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
646,Sep,1,Thursday,Ford,Urban,Thursday,Sep,1,Male,Married,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,11439,7,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
647,Sep,3,Monday,Pontiac,Urban,Monday,Sep,3,Female,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11440,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Liability,no
648,Jan,5,Sunday,Honda,Urban,Thursday,Feb,1,Male,Married,32,Third Party,Sedan - All Perils,Sedan,30000 to 39000,11441,4,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
649,Mar,2,Wednesday,Pontiac,Urban,Tuesday,Mar,4,Male,Married,55,Third Party,Sedan - Liability,Sport,20000 to 29000,11442,5,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
650,May,4,Tuesday,Pontiac,Rural,Tuesday,May,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11443,9,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
651,May,3,Thursday,Chevrolet,Urban,Tuesday,May,4,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,11444,10,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
652,Jul,1,Monday,Chevrolet,Urban,Monday,Jul,1,Female,Married,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,11445,5,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
653,Oct,2,Saturday,Chevrolet,Urban,Wednesday,Nov,4,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11446,14,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Liability,no
654,Sep,5,Friday,Honda,Urban,Monday,Oct,1,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11447,10,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
655,Apr,2,Monday,Accura,Urban,Wednesday,Apr,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,11448,10,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,yes
656,May,2,Monday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,29,Third Party,Sedan - Liability,Sport,30000 to 39000,11449,2,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
657,May,1,Thursday,Toyota,Urban,Thursday,May,1,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11450,9,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
658,Apr,2,Monday,Honda,Urban,Tuesday,Apr,4,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11451,16,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,yes
659,Sep,1,Sunday,Pontiac,Urban,Thursday,Sep,2,Male,Married,77,Policy Holder,Sedan - Liability,Sport,less than 20000,11452,2,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
660,Sep,1,Sunday,Honda,Urban,Friday,Sep,2,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11453,10,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
661,Sep,5,Friday,Ford,Urban,Thursday,Oct,1,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11454,10,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
662,Dec,4,Monday,Mazda,Urban,Thursday,Dec,5,Male,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11455,14,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
663,Feb,3,Tuesday,Accura,Urban,Monday,Feb,4,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11456,14,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
664,Feb,3,Friday,Accura,Urban,Wednesday,Mar,1,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11457,14,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
665,Jul,2,Thursday,Pontiac,Urban,Friday,Aug,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,11458,13,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
666,Aug,1,Tuesday,Pontiac,Urban,Monday,Aug,2,Male,Single,38,Third Party,Sedan - Collision,Sedan,30000 to 39000,11459,13,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
667,Jul,3,Wednesday,Pontiac,Rural,Monday,Jul,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11460,1,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
668,Apr,2,Monday,Mazda,Urban,Thursday,May,1,Female,Married,60,Third Party,Sedan - Collision,Sedan,30000 to 39000,11461,7,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
669,Apr,2,Monday,Ford,Urban,Tuesday,Apr,3,Male,Married,29,Third Party,Sedan - All Perils,Sedan,40000 to 59000,11462,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
670,Dec,2,Monday,Toyota,Urban,Tuesday,Dec,3,Female,Single,44,Third Party,Sedan - All Perils,Sedan,less than 20000,11463,9,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
671,Dec,1,Tuesday,Pontiac,Urban,Thursday,Dec,3,Female,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11464,1,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
672,May,2,Thursday,Pontiac,Urban,Friday,May,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11465,4,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
673,May,2,Friday,Mazda,Urban,Thursday,Jun,1,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11466,4,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
674,Apr,1,Monday,Chevrolet,Urban,Tuesday,Apr,1,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,more than 69000,11467,11,400,1,more than 30,more than 30,1,5 years,41 to 50,No,No,External,none,1 year,2 vehicles,1996,All Perils,no
675,Apr,3,Wednesday,Honda,Urban,Thursday,Apr,4,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,more than 69000,11468,2,400,1,more than 30,more than 30,2 to 4,new,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
676,Apr,2,Friday,Mazda,Urban,Monday,Apr,2,Female,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11469,3,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
677,Apr,2,Thursday,Chevrolet,Urban,Friday,May,1,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11470,10,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,no
678,May,2,Sunday,Toyota,Urban,Friday,May,2,Male,Single,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11471,15,700,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,no
679,May,2,Monday,Saab,Urban,Wednesday,May,2,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11472,2,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
680,Aug,1,Thursday,Mazda,Urban,Monday,Aug,2,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,11473,5,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
681,Jul,4,Friday,Pontiac,Urban,Monday,Jul,4,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11474,13,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
682,Aug,1,Friday,Toyota,Urban,Wednesday,Aug,3,Male,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11475,7,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
683,Sep,1,Tuesday,Honda,Urban,Wednesday,Sep,1,Male,Married,23,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11476,13,400,3,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability,no
684,Nov,3,Wednesday,Honda,Urban,Tuesday,Nov,4,Female,Single,18,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11477,1,400,2,more than 30,more than 30,2 to 4,2 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
685,Apr,2,Monday,Chevrolet,Urban,Thursday,Apr,3,Male,Single,42,Third Party,Sedan - All Perils,Sedan,more than 69000,11478,6,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
686,Jun,4,Tuesday,Pontiac,Rural,Friday,Jul,5,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11479,13,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
687,Mar,2,Friday,Honda,Urban,Friday,Apr,5,Male,Married,29,Third Party,Sedan - All Perils,Sedan,30000 to 39000,11480,16,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
688,May,2,Saturday,Pontiac,Rural,Monday,May,2,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11481,2,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Collision,no
689,Jun,1,Monday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11482,14,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,no
690,Dec,3,Tuesday,Mazda,Urban,Tuesday,Dec,3,Male,Married,31,Policy Holder,Sedan - Liability,Sport,40000 to 59000,11483,13,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
691,Dec,3,Monday,Toyota,Urban,Monday,Dec,3,Male,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,11484,15,400,4,15 to 30,15 to 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
692,Dec,3,Friday,Toyota,Urban,Monday,Dec,3,Male,Married,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,11485,5,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1996,Collision,no
693,Apr,2,Tuesday,Honda,Urban,Monday,Apr,3,Female,Married,38,Third Party,Sedan - Collision,Sedan,less than 20000,11486,7,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
694,Oct,3,Tuesday,Toyota,Urban,Wednesday,Oct,3,Female,Married,37,Policy Holder,Sedan - Collision,Sedan,less than 20000,11487,4,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
695,Oct,3,Monday,VW,Urban,Wednesday,Oct,3,Male,Married,47,Policy Holder,Sedan - Liability,Sport,more than 69000,11488,10,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Liability,no
696,Aug,5,Wednesday,Chevrolet,Urban,Tuesday,Sep,2,Male,Married,46,Third Party,Sedan - Collision,Sedan,40000 to 59000,11489,15,400,3,1 to 7,more than 30,1,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1996,Collision,no
697,Apr,3,Monday,Pontiac,Urban,Monday,May,2,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11490,9,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
698,Dec,3,Monday,Pontiac,Urban,Thursday,Dec,4,Male,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11491,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
699,Dec,3,Wednesday,Toyota,Urban,Tuesday,Dec,3,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11492,4,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
700,Sep,1,Monday,Ford,Urban,Sunday,Sep,2,Female,Single,28,Third Party,Sedan - All Perils,Sedan,40000 to 59000,11493,4,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,no
701,Aug,2,Wednesday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11494,7,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
702,Apr,2,Tuesday,Toyota,Urban,Wednesday,Apr,3,Male,Married,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11495,10,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
703,Jul,3,Tuesday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,less than 20000,11496,1,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
704,May,1,Wednesday,Pontiac,Urban,Friday,May,1,Female,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11497,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
705,Oct,2,Monday,Pontiac,Urban,Tuesday,Oct,2,Male,Single,22,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11498,16,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
706,Oct,2,Sunday,Pontiac,Urban,Tuesday,Dec,3,Female,Single,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11499,16,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,no
707,Sep,2,Monday,Honda,Urban,Monday,Sep,3,Male,Married,47,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11500,6,400,4,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,no
708,Apr,4,Tuesday,Toyota,Urban,Friday,May,1,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11501,11,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
709,Apr,4,Saturday,Chevrolet,Rural,Friday,Apr,5,Male,Married,36,Third Party,Sedan - Liability,Sport,20000 to 29000,11502,12,700,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
710,Feb,4,Wednesday,Toyota,Urban,Thursday,Feb,4,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11503,7,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,5 to 8,1996,Liability,no
711,Sep,4,Thursday,Honda,Urban,Monday,Sep,4,Male,Single,25,Third Party,Sedan - Collision,Sedan,20000 to 29000,11504,5,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
712,Jul,4,Wednesday,Pontiac,Urban,Wednesday,Aug,1,Male,Single,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11505,14,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
713,Jul,4,Monday,Chevrolet,Urban,Tuesday,Jul,4,Male,Married,30,Third Party,Sedan - Collision,Sedan,more than 69000,11506,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
714,Mar,5,Monday,Honda,Urban,Thursday,Apr,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11507,3,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,no
715,May,1,Wednesday,Toyota,Urban,Thursday,May,1,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11508,11,400,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
716,Jun,1,Saturday,Pontiac,Urban,Thursday,Jun,2,Female,Married,30,Third Party,Sedan - All Perils,Sedan,less than 20000,11509,10,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils,no
717,Jul,5,Saturday,Toyota,Urban,Tuesday,Sep,3,Male,Married,54,Third Party,Sedan - All Perils,Sedan,more than 69000,11510,12,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,no
718,Aug,3,Tuesday,Toyota,Urban,Thursday,Aug,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11511,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
719,Sep,3,Thursday,Pontiac,Rural,Monday,Oct,1,Male,Married,47,Third Party,Sedan - Collision,Sedan,20000 to 29000,11512,6,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
720,Apr,2,Wednesday,Mazda,Urban,Thursday,Apr,3,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11513,10,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,yes
721,Sep,4,Thursday,Chevrolet,Urban,Tuesday,Oct,1,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11514,16,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
722,Nov,2,Tuesday,Pontiac,Urban,Tuesday,Nov,2,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11515,8,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,no
723,Dec,2,Monday,Pontiac,Urban,Tuesday,Dec,3,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11516,12,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
724,Dec,4,Tuesday,Toyota,Urban,Sunday,Jan,1,Female,Single,20,Third Party,Sedan - Collision,Sedan,20000 to 29000,11517,4,400,1,more than 30,more than 30,1,3 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,no
725,May,1,Wednesday,VW,Urban,Thursday,May,1,Female,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11518,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
726,May,1,Wednesday,Honda,Urban,Thursday,May,1,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11519,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
727,Aug,3,Friday,Pontiac,Rural,Monday,Aug,5,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11520,2,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,no
728,Aug,3,Thursday,Pontiac,Urban,Tuesday,Oct,2,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,11521,11,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
729,Sep,1,Sunday,Pontiac,Urban,Monday,Oct,2,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11522,16,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,3 to 4,1996,Liability,no
730,Apr,2,Thursday,Ford,Urban,Tuesday,Apr,3,Male,Married,50,Third Party,Sedan - All Perils,Sedan,40000 to 59000,11523,1,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,no
731,Sep,2,Wednesday,Toyota,Urban,Thursday,Sep,3,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11524,4,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,no
732,Dec,1,Tuesday,Accura,Urban,Friday,Dec,4,Female,Single,35,Policy Holder,Sedan - Liability,Sport,more than 69000,11525,8,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,no
733,Dec,2,Monday,Toyota,Urban,Tuesday,Dec,2,Male,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,11526,8,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,no
734,Dec,3,Wednesday,Toyota,Urban,Friday,Dec,4,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11527,7,500,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1996,Collision,no
735,Dec,3,Wednesday,Mazda,Urban,Thursday,Dec,5,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11528,6,400,1,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,no
736,Sep,3,Sunday,Honda,Urban,Monday,Sep,3,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,11529,16,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,no
737,Sep,3,Sunday,Pontiac,Urban,Tuesday,Sep,3,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11530,7,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,no
738,Apr,2,Thursday,Pontiac,Urban,Tuesday,May,3,Male,Married,54,Third Party,Sedan - All Perils,Sedan,30000 to 39000,11531,6,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,no
739,Sep,2,Saturday,Honda,Urban,Thursday,Sep,3,Female,Married,32,Policy Holder,Sport - Collision,Sport,more than 69000,11532,13,400,2,8 to 15,8 to 15,none,2 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,no
